Loan_ID,Application_Date,Age,Gender,Region,Annual_Income,Employment_Years,Home_Ownership,Education,Loan_Purpose,Credit_Score,Previous_Defaults,Loan_Amount_Requested,Application_Status,Funded_Amount,Interest_Rate,Loan_Term_Months,Loan_Status,Loan_Quality,Total_Received,Total_Interest_Received
LN101907,28-07-2024,51,Male,West,179300,1,MORTGAGE,PhD,Medical,580,0,18800,Approved,16540,12.3,12,Fully Paid,Good Loan,16540,1017.21
LN101908,25-03-2023,63,Female,South,29600,2,RENT,High School,Education,354,0,15500,Rejected,0,,12,Not Funded,N/A,0,0
LN101909,28-03-2022,57,Female,South,91000,29,MORTGAGE,Master's,Medical,468,0,24100,Rejected,0,,60,Not Funded,N/A,0,0
LN101910,11-04-2022,57,Female,Central,51300,7,MORTGAGE,High School,Debt Consolidation,612,0,13600,Rejected,0,,48,Not Funded,N/A,0,0
LN101911,28-10-2024,35,Female,Central,42000,20,MORTGAGE,Master's,Debt Consolidation,777,1,25800,Approved,24850,4.3,24,Charged Off,Bad Loan,1025.03,22.04
LN101912,24-04-2024,49,Male,South,48400,12,RENT,High School,Personal,727,0,8900,Approved,8110,9.65,60,Fully Paid,Good Loan,8110,391.31
LN101913,28-03-2022,63,Male,West,54500,31,OWN,Master's,Home Improvement,811,0,30500,Approved,28010,7.22,48,Fully Paid,Good Loan,28010,1011.16
LN101914,12-02-2022,46,Female,East,60000,13,RENT,High School,Home Improvement,712,0,31500,Approved,30890,7.31,48,Current,Good Loan,24745.1,904.43
LN101915,12-02-2023,64,Male,North,34800,0,RENT,Bachelor's,Debt Consolidation,347,0,23600,Rejected,0,,36,Not Funded,N/A,0,0
LN101916,26-10-2023,22,Female,South,69700,26,RENT,Bachelor's,Debt Consolidation,302,1,15400,Rejected,0,,24,Not Funded,N/A,0,0
LN101917,06-11-2024,40,Female,North,47800,23,MORTGAGE,Bachelor's,Personal,628,0,1600,Approved,1470,9.32,24,Fully Paid,Good Loan,1470,68.5
LN101918,28-05-2022,35,Female,South,29800,21,MORTGAGE,Bachelor's,Education,532,0,5700,Approved,5240,13.33,36,Charged Off,Bad Loan,2067.32,137.79
LN101919,04-10-2022,24,Female,East,44700,13,MORTGAGE,Bachelor's,Home Improvement,359,0,4100,Approved,3690,17.73,48,Current,Good Loan,3077.21,272.79
LN101920,20-08-2022,42,Male,South,102600,7,MORTGAGE,High School,Personal,829,1,1400,Approved,1320,9.48,48,Charged Off,Bad Loan,514.94,24.41
LN101921,01-01-2023,58,Female,South,59800,26,MORTGAGE,Bachelor's,Business,396,0,29200,Rejected,0,,60,Not Funded,N/A,0,0
LN101922,12-03-2023,43,Female,East,54300,2,RENT,High School,Medical,365,0,38300,Approved,33480,19.76,12,Current,Good Loan,8302.82,820.32
LN101923,03-02-2023,46,Female,North,45300,32,MORTGAGE,High School,Home Improvement,330,2,1400,Rejected,0,,36,Not Funded,N/A,0,0
LN101924,14-05-2023,31,Female,West,46900,20,RENT,Bachelor's,Home Improvement,447,0,5400,Rejected,0,,60,Not Funded,N/A,0,0
LN101925,24-06-2023,48,Male,South,59800,31,OWN,High School,Debt Consolidation,346,0,34600,Rejected,0,,24,Not Funded,N/A,0,0
LN101926,17-07-2023,22,Female,East,48100,31,MORTGAGE,PhD,Medical,543,0,27900,Approved,26000,13.47,24,Fully Paid,Good Loan,26000,1751.1
LN101927,18-03-2023,28,Female,Central,66500,23,MORTGAGE,Master's,Debt Consolidation,556,0,16800,Rejected,0,,24,Not Funded,N/A,0,0
LN101928,12-02-2024,49,Male,South,62700,10,MORTGAGE,Bachelor's,Medical,777,0,39700,Approved,36890,6.38,12,Fully Paid,Good Loan,36890,1176.79
LN101929,16-12-2022,31,Female,East,31700,20,MORTGAGE,High School,Debt Consolidation,655,0,23400,Approved,21610,10.99,36,Current,Good Loan,18991.89,1043.6
LN101930,04-06-2023,57,Female,South,68700,17,RENT,High School,Debt Consolidation,752,0,27100,Approved,26840,7.72,12,Fully Paid,Good Loan,26840,1036.02
LN101931,18-05-2022,38,Male,Central,35300,10,RENT,PhD,Personal,821,2,26500,Rejected,0,,48,Not Funded,N/A,0,0
LN101932,18-09-2024,34,Male,West,34600,26,RENT,High School,Business,476,0,9700,Approved,8300,14.77,48,Charged Off,Bad Loan,2338.14,172.67
LN101933,03-01-2023,30,Female,South,53600,0,OWN,Master's,Debt Consolidation,509,0,20000,Approved,18990,14.91,24,Fully Paid,Good Loan,18990,1415.7
LN101934,26-12-2022,55,Female,West,60900,28,MORTGAGE,High School,Personal,341,0,9400,Rejected,0,,36,Not Funded,N/A,0,0
LN101935,09-07-2024,29,Male,North,71400,20,OWN,Bachelor's,Business,423,0,20900,Rejected,0,,60,Not Funded,N/A,0,0
LN101936,25-11-2022,55,Male,Central,20500,28,OWN,Bachelor's,Debt Consolidation,486,0,2200,Rejected,0,,48,Not Funded,N/A,0,0
LN101937,19-08-2024,31,Male,South,77300,8,MORTGAGE,Master's,Home Improvement,324,0,15900,Rejected,0,,60,Not Funded,N/A,0,0
LN101938,08-04-2023,64,Female,West,65200,6,MORTGAGE,High School,Business,463,1,15500,Rejected,0,,60,Not Funded,N/A,0,0
LN101939,03-08-2024,32,Female,South,39100,30,RENT,High School,Home Improvement,334,0,12400,Rejected,0,,48,Not Funded,N/A,0,0
LN101940,20-08-2024,23,Male,East,48700,26,RENT,Master's,Personal,552,0,4100,Rejected,0,,60,Not Funded,N/A,0,0
LN101941,15-04-2024,59,Male,Central,59200,31,MORTGAGE,High School,Debt Consolidation,774,0,31100,Approved,30430,7.08,60,Current,Good Loan,7256.48,256.88
LN101942,18-06-2022,34,Male,Central,15000,4,RENT,High School,Debt Consolidation,769,0,17400,Approved,16970,8.32,60,Fully Paid,Good Loan,16970,705.95
LN101943,05-08-2022,48,Female,North,30900,32,RENT,High School,Debt Consolidation,821,0,32700,Approved,30480,6.87,12,Fully Paid,Good Loan,30480,1046.99
LN101944,13-01-2023,31,Male,East,91400,14,MORTGAGE,Bachelor's,Debt Consolidation,563,0,33600,Approved,31760,10.43,36,Current,Good Loan,11721.78,611.29
LN101945,29-04-2022,59,Male,South,41300,4,OWN,Master's,Business,404,0,9300,Rejected,0,,24,Not Funded,N/A,0,0
LN101946,09-07-2022,45,Male,South,52100,19,OWN,PhD,Car,519,0,17400,Rejected,0,,12,Not Funded,N/A,0,0
LN101947,06-02-2024,41,Female,South,51400,16,RENT,High School,Home Improvement,706,0,29100,Approved,28600,9.61,60,Fully Paid,Good Loan,28600,1374.23
LN101948,05-01-2023,30,Male,South,74700,3,OWN,High School,Debt Consolidation,505,0,20500,Rejected,0,,12,Not Funded,N/A,0,0
LN101949,29-05-2022,63,Male,East,45100,20,MORTGAGE,Bachelor's,Car,515,0,34300,Rejected,0,,12,Not Funded,N/A,0,0
LN101950,14-10-2023,35,Female,North,46900,33,MORTGAGE,High School,Home Improvement,363,0,23300,Rejected,0,,36,Not Funded,N/A,0,0
LN101951,09-02-2024,39,Male,East,59000,4,RENT,Bachelor's,Business,337,0,25600,Rejected,0,,36,Not Funded,N/A,0,0
LN101952,09-01-2023,42,Male,South,79300,3,MORTGAGE,Bachelor's,Debt Consolidation,521,2,31700,Rejected,0,,60,Not Funded,N/A,0,0
LN101953,20-02-2024,41,Female,South,91400,21,MORTGAGE,High School,Debt Consolidation,641,0,5800,Approved,5030,10.8,12,Current,Good Loan,2044.97,110.43
LN101954,09-06-2022,64,Male,West,46900,13,MORTGAGE,Bachelor's,Debt Consolidation,772,0,23800,Approved,21020,6.81,36,Fully Paid,Good Loan,21020,715.73
LN101955,17-12-2022,52,Male,North,43400,3,RENT,PhD,Debt Consolidation,835,1,4300,Approved,4240,6.3,36,Fully Paid,Good Loan,4240,133.56
LN101956,10-06-2024,43,Male,South,50700,7,MORTGAGE,Master's,Home Improvement,656,0,11200,Approved,10120,9.35,12,Current,Good Loan,6329.29,295.89
LN101957,07-06-2023,33,Female,South,98800,2,OWN,Bachelor's,Debt Consolidation,805,0,9300,Approved,7910,6.83,36,Fully Paid,Good Loan,7910,270.13
LN101958,06-06-2023,25,Male,East,76900,28,OWN,Bachelor's,Debt Consolidation,534,0,23100,Approved,20330,12.14,48,Fully Paid,Good Loan,20330,1234.03
LN101959,22-02-2024,24,Female,West,43700,25,RENT,Bachelor's,Business,393,0,33900,Rejected,0,,36,Not Funded,N/A,0,0
LN101960,30-09-2022,48,Male,South,26200,29,RENT,Master's,Medical,488,1,6200,Rejected,0,,60,Not Funded,N/A,0,0
LN101961,24-07-2024,34,Male,North,89200,11,RENT,PhD,Medical,315,0,31000,Rejected,0,,60,Not Funded,N/A,0,0
LN101962,02-07-2022,28,Female,Central,93800,14,MORTGAGE,Master's,Debt Consolidation,674,0,6600,Approved,6330,10.59,24,Current,Good Loan,4868.7,257.8
LN101963,03-05-2023,29,Female,Central,32900,1,MORTGAGE,Bachelor's,Debt Consolidation,663,0,8400,Approved,7950,10.76,24,Current,Good Loan,6059.67,326.01
LN101964,25-04-2024,55,Male,North,44300,0,RENT,High School,Medical,697,1,36800,Approved,33360,8.91,12,Fully Paid,Good Loan,33360,1486.19
LN101965,04-05-2022,57,Female,East,80400,27,OWN,PhD,Business,709,0,1400,Approved,1280,6.33,60,Fully Paid,Good Loan,1280,40.51
LN101966,11-09-2024,41,Male,South,64400,34,MORTGAGE,Master's,Medical,473,1,8700,Rejected,0,,24,Not Funded,N/A,0,0
LN101967,29-02-2024,38,Male,South,22100,33,RENT,Master's,Debt Consolidation,485,0,9400,Rejected,0,,12,Not Funded,N/A,0,0
LN101968,18-02-2023,53,Male,South,32600,3,RENT,Bachelor's,Debt Consolidation,329,0,12000,Rejected,0,,24,Not Funded,N/A,0,0
LN101969,17-11-2023,28,Female,East,70400,17,RENT,Bachelor's,Car,769,0,15200,Approved,13380,6.72,36,Fully Paid,Good Loan,13380,449.57
LN101970,23-04-2022,37,Male,North,60600,11,MORTGAGE,High School,Car,679,0,5000,Approved,4460,10.15,48,Current,Good Loan,3278.02,166.36
LN101971,06-06-2024,63,Male,Central,73100,20,RENT,Master's,Home Improvement,611,0,19300,Approved,17460,13.1,24,Fully Paid,Good Loan,17460,1143.63
LN101972,02-05-2022,51,Male,South,77000,9,MORTGAGE,Master's,Personal,377,0,16600,Rejected,0,,36,Not Funded,N/A,0,0
LN101973,08-02-2022,54,Male,South,60400,20,MORTGAGE,High School,Home Improvement,834,0,25400,Approved,22990,6.29,48,Fully Paid,Good Loan,22990,723.04
LN101974,12-05-2023,26,Female,West,65500,24,MORTGAGE,Bachelor's,Car,828,0,34800,Approved,33890,9.29,24,Fully Paid,Good Loan,33890,1574.19
LN101975,19-02-2024,42,Female,North,41900,16,RENT,High School,Home Improvement,421,0,12600,Rejected,0,,60,Not Funded,N/A,0,0
LN101976,31-07-2024,34,Female,South,57000,5,MORTGAGE,Bachelor's,Business,527,0,22300,Rejected,0,,48,Not Funded,N/A,0,0
LN101977,29-05-2022,23,Male,South,62400,13,RENT,Bachelor's,Education,707,1,15500,Approved,14170,5.6,36,Fully Paid,Good Loan,14170,396.76
LN101978,18-10-2024,32,Male,South,116700,17,OWN,Bachelor's,Debt Consolidation,474,1,2600,Rejected,0,,60,Not Funded,N/A,0,0
LN101979,23-10-2023,56,Female,South,37400,29,MORTGAGE,Bachelor's,Debt Consolidation,314,0,33000,Rejected,0,,36,Not Funded,N/A,0,0
LN101980,29-10-2022,32,Female,North,75000,8,RENT,Bachelor's,Home Improvement,513,0,25700,Approved,22730,15.15,24,Charged Off,Bad Loan,3608.46,273.34
LN101981,26-08-2022,22,Male,North,51400,13,MORTGAGE,Master's,Debt Consolidation,351,1,1100,Rejected,0,,36,Not Funded,N/A,0,0
LN101982,09-10-2023,22,Female,North,75700,16,MORTGAGE,Bachelor's,Business,615,0,10700,Approved,9950,12.81,12,Fully Paid,Good Loan,9950,637.3
LN101983,25-10-2023,35,Female,Central,51300,33,RENT,Master's,Business,356,0,13100,Rejected,0,,36,Not Funded,N/A,0,0
LN101984,24-08-2022,43,Female,North,92000,21,RENT,Bachelor's,Debt Consolidation,588,0,32600,Approved,27800,14.65,36,Charged Off,Bad Loan,4464.31,327.01
LN101985,22-07-2022,49,Male,North,38800,31,MORTGAGE,Master's,Education,448,0,30700,Rejected,0,,60,Not Funded,N/A,0,0
LN101986,13-09-2022,37,Male,Central,57800,11,RENT,Master's,Debt Consolidation,707,0,16400,Approved,15810,9.54,36,Fully Paid,Good Loan,15810,754.14
LN101987,21-08-2023,52,Male,East,66000,15,RENT,High School,Debt Consolidation,831,0,7100,Approved,6440,5.06,48,Fully Paid,Good Loan,6440,162.93
LN101988,24-10-2023,27,Male,South,39900,21,MORTGAGE,Bachelor's,Medical,668,1,16100,Rejected,0,,36,Not Funded,N/A,0,0
LN101989,23-08-2022,50,Male,North,62100,1,MORTGAGE,High School,Business,623,0,32600,Approved,30160,11.54,24,Charged Off,Bad Loan,3505.37,202.26
LN101990,18-06-2023,48,Male,West,85200,7,MORTGAGE,Bachelor's,Debt Consolidation,656,0,18600,Approved,15900,9.92,12,Current,Good Loan,13406.21,664.95
LN101991,09-05-2024,34,Female,North,52600,0,RENT,High School,Debt Consolidation,729,0,5500,Approved,5370,7.59,12,Charged Off,Bad Loan,2059.5,78.16
LN101992,09-02-2024,64,Male,West,75900,4,RENT,Bachelor's,Education,332,0,2500,Rejected,0,,36,Not Funded,N/A,0,0
LN101993,25-06-2023,50,Male,Central,40000,16,MORTGAGE,Master's,Debt Consolidation,842,0,14000,Approved,12060,4.53,12,Fully Paid,Good Loan,12060,273.16
LN101994,01-08-2022,37,Female,East,33100,29,MORTGAGE,Bachelor's,Personal,585,0,6800,Rejected,0,,60,Not Funded,N/A,0,0
LN101995,08-04-2023,52,Female,North,74100,14,MORTGAGE,Bachelor's,Car,816,0,30100,Approved,28820,4.04,12,Charged Off,Bad Loan,7535.76,152.22
LN101996,12-03-2023,26,Female,East,42100,19,RENT,High School,Debt Consolidation,416,0,11900,Rejected,0,,24,Not Funded,N/A,0,0
LN101997,10-10-2022,44,Male,East,25500,1,RENT,High School,Car,568,0,35200,Rejected,0,,36,Not Funded,N/A,0,0
LN101998,29-03-2022,26,Female,East,38500,3,MORTGAGE,Bachelor's,Home Improvement,462,0,25100,Rejected,0,,12,Not Funded,N/A,0,0
LN101999,03-12-2024,47,Female,East,99400,23,MORTGAGE,High School,Business,439,0,16400,Rejected,0,,24,Not Funded,N/A,0,0
LN102000,06-04-2023,38,Male,West,87300,1,RENT,Master's,Debt Consolidation,443,0,24800,Rejected,0,,12,Not Funded,N/A,0,0
LN102001,05-10-2022,44,Female,East,32700,1,RENT,Bachelor's,Debt Consolidation,521,1,12500,Rejected,0,,24,Not Funded,N/A,0,0
LN102002,25-02-2023,57,Male,Central,28100,0,OWN,Bachelor's,Car,734,0,6500,Approved,6080,7.21,36,Current,Good Loan,4692.33,169.16
LN102003,27-11-2023,44,Male,West,45100,12,OWN,High School,Education,844,0,38600,Approved,34500,4.78,24,Fully Paid,Good Loan,34500,824.55
LN102004,30-05-2023,58,Male,South,86500,5,RENT,Bachelor's,Business,753,0,23000,Approved,21860,9.24,12,Current,Good Loan,14553.57,672.37
LN102005,04-12-2023,54,Male,West,49600,21,RENT,Master's,Debt Consolidation,366,0,1300,Approved,1250,18.2,24,Fully Paid,Good Loan,1250,113.75
LN102006,19-01-2022,60,Male,North,49800,16,RENT,PhD,Personal,305,0,13100,Rejected,0,,36,Not Funded,N/A,0,0
LN102007,23-01-2022,35,Female,West,41100,21,RENT,High School,Home Improvement,540,0,7200,Rejected,0,,24,Not Funded,N/A,0,0
LN102008,17-02-2023,31,Male,North,47900,5,RENT,Master's,Home Improvement,354,0,11100,Rejected,0,,60,Not Funded,N/A,0,0
LN102009,19-11-2024,42,Female,East,79300,2,RENT,High School,Debt Consolidation,682,0,3200,Approved,2980,7.86,12,Current,Good Loan,1146.78,45.07
LN102010,18-04-2022,44,Male,West,56300,5,MORTGAGE,Bachelor's,Car,733,1,10600,Rejected,0,,24,Not Funded,N/A,0,0
LN102011,16-05-2022,21,Male,South,49500,16,MORTGAGE,Bachelor's,Home Improvement,769,1,27600,Rejected,0,,60,Not Funded,N/A,0,0
LN102012,28-12-2022,38,Male,West,72600,34,MORTGAGE,PhD,Debt Consolidation,370,0,33000,Rejected,0,,60,Not Funded,N/A,0,0
LN102013,09-05-2022,64,Female,East,56000,34,MORTGAGE,High School,Business,749,0,14500,Approved,13800,6.33,48,Fully Paid,Good Loan,13800,436.77
LN102014,30-05-2023,32,Female,South,83100,22,RENT,High School,Medical,779,0,21400,Approved,20270,8.44,24,Fully Paid,Good Loan,20270,855.39
LN102015,25-03-2023,63,Male,South,39900,7,RENT,Bachelor's,Home Improvement,442,0,2600,Rejected,0,,48,Not Funded,N/A,0,0
LN102016,23-05-2024,48,Male,Central,61200,6,OWN,Master's,Education,321,0,4500,Rejected,0,,60,Not Funded,N/A,0,0
LN102017,18-04-2023,60,Female,North,80800,9,MORTGAGE,Bachelor's,Home Improvement,721,0,22500,Approved,20470,8.98,36,Current,Good Loan,10925.9,490.57
LN102018,30-10-2024,27,Male,West,109000,25,MORTGAGE,Bachelor's,Medical,691,0,33800,Approved,30830,9.71,24,Charged Off,Bad Loan,1019.09,49.48
LN102019,29-10-2022,43,Female,West,33100,9,RENT,PhD,Education,767,1,4400,Rejected,0,,48,Not Funded,N/A,0,0
LN102020,19-08-2022,41,Female,Central,50100,18,OWN,PhD,Education,592,0,17300,Approved,16040,10,12,Charged Off,Bad Loan,1983.31,99.17
LN102021,11-07-2024,54,Male,West,30000,22,RENT,Master's,Education,420,0,38800,Rejected,0,,36,Not Funded,N/A,0,0
LN102022,25-12-2024,31,Male,East,35000,30,RENT,Master's,Debt Consolidation,737,0,29800,Approved,26300,7.33,48,Fully Paid,Good Loan,26300,963.9
LN102023,25-07-2024,42,Male,Central,54600,32,OWN,Master's,Car,400,0,8700,Rejected,0,,24,Not Funded,N/A,0,0
LN102024,22-04-2022,62,Female,West,21800,1,MORTGAGE,High School,Business,486,0,12100,Rejected,0,,12,Not Funded,N/A,0,0
LN102025,02-11-2024,55,Male,West,65400,27,MORTGAGE,High School,Home Improvement,458,0,38000,Rejected,0,,36,Not Funded,N/A,0,0
LN102026,15-05-2023,49,Male,North,69600,31,RENT,Bachelor's,Debt Consolidation,817,0,9600,Approved,9170,5.29,60,Current,Good Loan,6622.99,175.18
LN102027,20-07-2024,62,Male,South,52300,32,MORTGAGE,PhD,Medical,479,0,18200,Rejected,0,,48,Not Funded,N/A,0,0
LN102028,21-08-2023,48,Male,East,37100,8,MORTGAGE,Master's,Business,730,0,14900,Approved,13970,9.89,36,Fully Paid,Good Loan,13970,690.82
LN102029,22-08-2022,38,Male,East,48500,28,MORTGAGE,High School,Debt Consolidation,511,0,20100,Approved,17690,14.97,60,Fully Paid,Good Loan,17690,1324.1
LN102030,25-08-2023,34,Female,South,140400,14,MORTGAGE,High School,Personal,732,0,10200,Approved,8680,7.35,24,Fully Paid,Good Loan,8680,318.99
LN102031,10-11-2022,38,Male,North,42900,17,OWN,Master's,Debt Consolidation,400,0,27100,Rejected,0,,24,Not Funded,N/A,0,0
LN102032,20-07-2023,48,Female,East,38000,17,RENT,Bachelor's,Business,619,0,10100,Rejected,0,,60,Not Funded,N/A,0,0
LN102033,01-11-2024,44,Female,South,19100,6,RENT,Bachelor's,Education,397,1,24500,Rejected,0,,36,Not Funded,N/A,0,0
LN102034,28-07-2022,28,Male,South,86700,13,RENT,Bachelor's,Personal,578,0,15000,Rejected,0,,48,Not Funded,N/A,0,0
LN102035,03-11-2024,62,Male,South,31000,28,MORTGAGE,High School,Debt Consolidation,442,2,10800,Rejected,0,,24,Not Funded,N/A,0,0
LN102036,09-11-2024,28,Male,West,56400,18,MORTGAGE,Master's,Education,644,1,28100,Approved,27440,11.79,24,Fully Paid,Good Loan,27440,1617.59
LN102037,10-08-2023,24,Female,East,139800,4,MORTGAGE,Master's,Business,655,0,38600,Approved,33930,11.06,36,Fully Paid,Good Loan,33930,1876.33
LN102038,11-10-2024,47,Male,North,64000,4,RENT,PhD,Debt Consolidation,654,0,34900,Approved,30480,10.76,24,Fully Paid,Good Loan,30480,1639.82
LN102039,29-12-2024,56,Female,North,63700,14,OWN,High School,Personal,729,0,4400,Approved,3900,9.06,12,Current,Good Loan,3500.04,158.55
LN102040,29-11-2023,25,Female,East,46800,25,RENT,Master's,Medical,338,0,18700,Rejected,0,,60,Not Funded,N/A,0,0
LN102041,12-05-2022,53,Male,West,62400,23,RENT,Bachelor's,Medical,602,0,28100,Approved,26340,10.29,48,Fully Paid,Good Loan,26340,1355.19
LN102042,09-11-2024,54,Female,West,56100,18,MORTGAGE,Bachelor's,Car,848,0,22900,Approved,19890,6.65,36,Current,Good Loan,15433.79,513.17
LN102043,20-06-2023,50,Male,South,69100,19,RENT,Bachelor's,Medical,724,0,29300,Approved,27240,8.54,12,Fully Paid,Good Loan,27240,1163.15
LN102044,10-10-2024,28,Female,South,18300,8,MORTGAGE,Master's,Business,647,0,39000,Approved,36550,13.46,24,Current,Good Loan,26189.01,1762.52
LN102045,15-08-2022,59,Male,Central,64300,27,RENT,Bachelor's,Home Improvement,728,0,14300,Approved,13570,11.65,24,Charged Off,Bad Loan,3305.01,192.52
LN102046,01-04-2024,46,Male,North,65800,15,RENT,Bachelor's,Medical,585,0,31100,Approved,29000,11.93,12,Charged Off,Bad Loan,3993.46,238.21
LN102047,20-05-2024,57,Male,East,170500,10,RENT,PhD,Education,754,2,4700,Approved,4580,7.86,24,Fully Paid,Good Loan,4580,179.99
LN102048,09-02-2023,54,Female,South,54100,33,RENT,Bachelor's,Business,623,0,34900,Approved,33020,10.67,60,Fully Paid,Good Loan,33020,1761.62
LN102049,21-07-2022,27,Male,North,59900,24,RENT,Master's,Business,818,1,31400,Approved,31040,4.73,24,Charged Off,Bad Loan,4169.55,98.61
LN102050,07-02-2022,60,Female,North,64800,20,RENT,Master's,Education,652,0,21300,Rejected,0,,48,Not Funded,N/A,0,0
LN102051,30-07-2024,48,Male,East,65600,4,MORTGAGE,Bachelor's,Personal,602,0,33000,Approved,30210,11.8,60,Fully Paid,Good Loan,30210,1782.39
LN102052,07-07-2022,59,Male,North,31100,10,RENT,Bachelor's,Medical,509,1,27000,Rejected,0,,36,Not Funded,N/A,0,0
LN102053,16-12-2024,59,Male,North,78300,8,MORTGAGE,High School,Debt Consolidation,743,1,22500,Approved,19160,6.58,60,Current,Good Loan,16368.72,538.53
LN102054,29-07-2024,48,Male,South,35900,10,MORTGAGE,PhD,Business,432,0,37900,Rejected,0,,36,Not Funded,N/A,0,0
LN102055,09-11-2024,34,Male,North,65100,0,MORTGAGE,High School,Education,475,0,6100,Rejected,0,,36,Not Funded,N/A,0,0
LN102056,30-09-2022,58,Male,South,36800,25,MORTGAGE,Bachelor's,Debt Consolidation,386,0,39700,Rejected,0,,60,Not Funded,N/A,0,0
LN102057,06-08-2023,24,Female,North,49000,9,RENT,High School,Personal,757,0,7000,Approved,6730,9.27,48,Fully Paid,Good Loan,6730,311.94
LN102058,31-05-2023,62,Male,South,43800,18,RENT,High School,Debt Consolidation,516,1,19700,Rejected,0,,24,Not Funded,N/A,0,0
LN102059,10-06-2023,38,Male,West,48400,15,MORTGAGE,Bachelor's,Education,705,0,10000,Approved,8990,7.35,60,Fully Paid,Good Loan,8990,330.38
LN102060,02-12-2022,64,Male,East,52200,3,MORTGAGE,Master's,Personal,706,0,11600,Approved,9950,10.4,36,Current,Good Loan,8585.1,446.43
LN102061,29-11-2023,45,Female,South,64100,13,RENT,Bachelor's,Medical,728,0,25600,Approved,23830,7.3,60,Fully Paid,Good Loan,23830,869.8
LN102062,14-12-2024,27,Male,North,51900,29,MORTGAGE,High School,Education,531,0,2400,Rejected,0,,36,Not Funded,N/A,0,0
LN102063,15-05-2023,58,Male,East,80300,6,MORTGAGE,Bachelor's,Personal,729,0,37700,Approved,37010,7.47,36,Fully Paid,Good Loan,37010,1382.32
LN102064,18-06-2024,48,Male,North,42600,11,MORTGAGE,Master's,Medical,337,0,11900,Rejected,0,,12,Not Funded,N/A,0,0
LN102065,05-02-2024,25,Female,North,65700,23,MORTGAGE,High School,Personal,723,0,11600,Approved,9870,10.47,48,Current,Good Loan,8387.96,439.11
LN102066,20-06-2023,23,Female,West,37200,21,RENT,Bachelor's,Education,698,0,34700,Approved,29830,9.23,48,Fully Paid,Good Loan,29830,1376.65
LN102067,11-06-2022,64,Male,Central,120800,29,RENT,High School,Education,484,0,30800,Rejected,0,,36,Not Funded,N/A,0,0
LN102068,17-08-2023,51,Male,South,65900,19,RENT,Bachelor's,Medical,676,2,27200,Rejected,0,,36,Not Funded,N/A,0,0
LN102069,08-06-2022,62,Female,North,39600,25,RENT,Bachelor's,Debt Consolidation,574,2,6700,Rejected,0,,24,Not Funded,N/A,0,0
LN102070,01-03-2022,40,Female,Central,118200,4,OWN,Master's,Car,585,0,31000,Approved,26850,12.86,36,Fully Paid,Good Loan,26850,1726.46
LN102071,03-07-2024,39,Female,North,68400,5,RENT,Bachelor's,Personal,647,0,15100,Approved,13200,10.24,36,Fully Paid,Good Loan,13200,675.84
LN102072,30-07-2022,31,Female,Central,39700,33,RENT,Bachelor's,Education,829,0,39800,Approved,37810,5.52,48,Current,Good Loan,16362.3,451.6
LN102073,10-02-2023,60,Female,South,51100,4,RENT,Bachelor's,Debt Consolidation,306,1,27200,Rejected,0,,36,Not Funded,N/A,0,0
LN102074,26-10-2023,23,Female,South,32500,9,MORTGAGE,Bachelor's,Debt Consolidation,487,0,33600,Rejected,0,,24,Not Funded,N/A,0,0
LN102075,26-06-2023,43,Male,East,32500,27,MORTGAGE,Bachelor's,Debt Consolidation,415,2,29600,Rejected,0,,12,Not Funded,N/A,0,0
LN102076,24-09-2024,27,Male,Central,93300,2,MORTGAGE,Bachelor's,Business,798,0,24200,Approved,23270,7.79,12,Fully Paid,Good Loan,23270,906.37
LN102077,15-07-2024,43,Male,Central,36200,12,OWN,Bachelor's,Home Improvement,362,1,28900,Rejected,0,,24,Not Funded,N/A,0,0
LN102078,17-05-2024,27,Female,East,29700,1,MORTGAGE,Master's,Personal,740,0,24300,Approved,20860,8.33,36,Fully Paid,Good Loan,20860,868.82
LN102079,19-01-2022,54,Female,West,72100,34,RENT,High School,Personal,643,0,3000,Approved,2700,10.61,24,Current,Good Loan,2420.9,128.43
LN102080,08-03-2023,62,Female,East,114300,27,MORTGAGE,Bachelor's,Home Improvement,678,0,14500,Approved,13140,9.58,12,Fully Paid,Good Loan,13140,629.41
LN102081,10-01-2024,39,Male,West,91200,22,MORTGAGE,Bachelor's,Medical,594,1,13300,Rejected,0,,48,Not Funded,N/A,0,0
LN102082,02-07-2022,29,Male,West,151900,22,RENT,Master's,Education,531,0,28800,Approved,25000,13.35,36,Fully Paid,Good Loan,25000,1668.75
LN102083,23-04-2022,38,Male,North,161100,34,RENT,Master's,Debt Consolidation,739,0,23500,Approved,22330,10.14,36,Fully Paid,Good Loan,22330,1132.13
LN102084,26-04-2023,61,Male,South,36100,31,MORTGAGE,Bachelor's,Personal,693,1,24800,Rejected,0,,60,Not Funded,N/A,0,0
LN102085,10-04-2024,62,Female,Central,47100,1,RENT,Bachelor's,Debt Consolidation,575,0,34000,Rejected,0,,36,Not Funded,N/A,0,0
LN102086,02-02-2024,45,Female,Central,26700,15,MORTGAGE,Bachelor's,Car,466,0,21500,Approved,20040,15.7,60,Fully Paid,Good Loan,20040,1573.14
LN102087,21-04-2023,34,Male,North,32100,15,MORTGAGE,High School,Education,398,0,9500,Rejected,0,,60,Not Funded,N/A,0,0
